--a, --b, P@k (Rocchio), R@k (Rocchio), A@k (Rocchio)
0.75, 0.7000000000000001, 0.10857142857142857, 0.22399825701654957, 0.006234821892930246
0.75, 0.75, 0.10857142857142857, 0.22399825701654957, 0.006234821892930246
0.75, 0.8, 0.10857142857142855, 0.2265072031787465, 0.006167419916156926
0.75, 0.8500000000000001, 0.10714285714285714, 0.2239098005813439, 0.0061079024382797
0.75, 0.9, 0.11142857142857142, 0.23920561587715922, 0.006287345267973613
0.75, 0.9500000000000001, 0.10999999999999999, 0.23603101270255605, 0.006227067992506464
0.75, 1.0, 0.11285714285714285, 0.24725550249847444, 0.006345988718705531
0.8, 0.0, 0.15428571428571425, 0.29141269323527846, 0.008614418527775237
0.8, 0.05, 0.14, 0.2272568490794343, 0.008025839936363074
0.8, 0.1, 0.13285714285714284, 0.20531240463498981, 0.007725963629293541
0.8, 0.15000000000000002, 0.13714285714285715, 0.23590585924529833, 0.00788891910257948
0.8, 0.2, 0.1385714285714286, 0.2399874918983596, 0.007948439762865495
0.8, 0.25, 0.14, 0.24951130142216915, 0.008008087839215033
0.8, 0.30000000000000004, 0.14, 0.24316209507296277, 0.00800821050660603
0.8, 0.35000000000000003, 0.12285714285714285, 0.2589801796101485, 0.007017719153913741
0.8, 0.4, 0.12857142857142856, 0.2620591231385303, 0.007334857195940194
0.8, 0.45, 0.1242857142857143, 0.25047003806629903, 0.007131171010161035
0.8, 0.5, 0.12142857142857143, 0.23078928186868894, 0.007037270785446273
0.8, 0.55, 0.11571428571428571, 0.22720519497156066, 0.00668714351006321
0.8, 0.6000000000000001, 0.11142857142857143, 0.22435882229529266, 0.0064189794155582935
0.8, 0.65, 0.10857142857142857, 0.22799143323440513, 0.00616754840855129
0.8, 0.7000000000000001, 0.10857142857142857, 0.22399825701654957, 0.006234821892930246
0.8, 0.75, 0.10857142857142857, 0.22399825701654957, 0.006234821892930246
0.8, 0.8, 0.10857142857142855, 0.2265072031787465, 0.006167419916156926
0.8, 0.8500000000000001, 0.10714285714285714, 0.2239098005813439, 0.0061079024382797
0.8, 0.9, 0.11142857142857142, 0.23920561587715922, 0.006287345267973613
0.8, 0.9500000000000001, 0.10999999999999999, 0.23603101270255605, 0.006227067992506464
0.8, 1.0, 0.11285714285714285, 0.24725550249847444, 0.006345988718705531
0.8500000000000001, 0.0, 0.15428571428571425, 0.29141269323527846, 0.008614418527775237
0.8500000000000001, 0.05, 0.14, 0.2272568490794343, 0.008025839936363074
0.8500000000000001, 0.1, 0.13285714285714284, 0.20531240463498981, 0.007725963629293541
0.8500000000000001, 0.15000000000000002, 0.13714285714285715, 0.23590585924529833, 0.007888793792593904
0.8500000000000001, 0.2, 0.1385714285714286, 0.2399874918983596, 0.007948439762865495
0.8500000000000001, 0.25, 0.14, 0.24951130142216915, 0.008008087839215033
0.8500000000000001, 0.30000000000000004, 0.14, 0.24316209507296277, 0.00800821050660603
0.8500000000000001, 0.35000000000000003, 0.12285714285714285, 0.2589801796101485, 0.007017719153913741
0.8500000000000001, 0.4, 0.12857142857142856, 0.2620591231385303, 0.007334857195940194
0.8500000000000001, 0.45, 0.1242857142857143, 0.25047003806629903, 0.007131171010161035
0.8500000000000001, 0.5, 0.12285714285714285, 0.24031309139249848, 0.007096918861795812
0.8500000000000001, 0.55, 0.11571428571428571, 0.22720519497156066, 0.00668714351006321
0.8500000000000001, 0.6000000000000001, 0.11142857142857143, 0.22435882229529266, 0.0064189794155582935
0.8500000000000001, 0.65, 0.10857142857142857, 0.22799143323440513, 0.00616754840855129
0.8500000000000001, 0.7000000000000001, 0.10857142857142857, 0.22399825701654957, 0.006234821892930246
0.8500000000000001, 0.75, 0.10857142857142857, 0.22399825701654957, 0.006234821892930246
0.8500000000000001, 0.8, 0.10857142857142855, 0.2265072031787465, 0.006167419916156926
0.8500000000000001, 0.8500000000000001, 0.10714285714285714, 0.2239098005813439, 0.0061079024382797
0.8500000000000001, 0.9, 0.11142857142857142, 0.23920561587715922, 0.006287345267973613
0.8500000000000001, 0.9500000000000001, 0.10999999999999999, 0.23603101270255605, 0.006227067992506464
0.8500000000000001, 1.0, 0.11285714285714285, 0.24725550249847444, 0.006346114028691108
0.9, 0.0, 0.15428571428571425, 0.29141269323527846, 0.008614418527775237
0.9, 0.05, 0.14, 0.2272568490794343, 0.008025839936363074
0.9, 0.1, 0.13285714285714284, 0.20531240463498981, 0.007725963629293541
0.9, 0.15000000000000002, 0.13714285714285715, 0.23590585924529833, 0.007888793792593904
0.9, 0.2, 0.1385714285714286, 0.2399874918983596, 0.007948439762865495
0.9, 0.25, 0.14, 0.24951130142216915, 0.008008087839215033
0.9, 0.30000000000000004, 0.14142857142857143, 0.2526859045967723, 0.008067858582955566
0.9, 0.35000000000000003, 0.12285714285714285, 0.2589801796101485, 0.007017719153913741
0.9, 0.4, 0.12857142857142856, 0.2620591231385303, 0.007334857195940194
0.9, 0.45, 0.1242857142857143, 0.25047003806629903, 0.007131171010161035
0.9, 0.5, 0.12285714285714285, 0.24031309139249848, 0.007096918861795812
0.9, 0.55, 0.11571428571428571, 0.22720519497156066, 0.00668714351006321
0.9, 0.6000000000000001, 0.11142857142857143, 0.22435882229529266, 0.0064189794155582935
0.9, 0.65, 0.10857142857142857, 0.22799143323440513, 0.00616754840855129
0.9, 0.7000000000000001, 0.10857142857142857, 0.22399825701654957, 0.006234821892930246
0.9, 0.75, 0.10857142857142857, 0.22399825701654957, 0.006234821892930246
0.9, 0.8, 0.10857142857142855, 0.2265072031787465, 0.006167419916156926
0.9, 0.8500000000000001, 0.10714285714285714, 0.2239098005813439, 0.0061079024382797
0.9, 0.9, 0.11142857142857142, 0.23920561587715922, 0.006287345267973613
0.9, 0.9500000000000001, 0.10999999999999999, 0.23603101270255605, 0.006227329448870705
0.9, 1.0, 0.11285714285714285, 0.24725550249847444, 0.006345988718705531
0.9500000000000001, 0.0, 0.15428571428571425, 0.29141269323527846, 0.008614418527775237
0.9500000000000001, 0.05, 0.14, 0.2272568490794343, 0.008025839936363074
0.9500000000000001, 0.1, 0.13428571428571426, 0.20848700780959298, 0.00778624090476069
0.9500000000000001, 0.15000000000000002, 0.13714285714285715, 0.23590585924529833, 0.007888793792593904
0.9500000000000001, 0.2, 0.1385714285714286, 0.2399874918983596, 0.007948439762865495
0.9500000000000001, 0.25, 0.14, 0.24951130142216915, 0.008008339512211277
0.9500000000000001, 0.30000000000000004, 0.14142857142857143, 0.2526859045967723, 0.008067858582955566
0.9500000000000001, 0.35000000000000003, 0.12285714285714285, 0.2589801796101485, 0.007017719153913741
0.9500000000000001, 0.4, 0.13, 0.2692019802813874, 0.0073936400451794755
0.9500000000000001, 0.45, 0.1242857142857143, 0.25047003806629903, 0.007131171010161035
0.9500000000000001, 0.5, 0.12285714285714285, 0.24031309139249848, 0.007096918861795812
0.9500000000000001, 0.55, 0.11571428571428571, 0.22720519497156066, 0.00668714351006321
0.9500000000000001, 0.6000000000000001, 0.11142857142857143, 0.22435882229529266, 0.0064189794155582935
0.9500000000000001, 0.65, 0.10857142857142857, 0.22799143323440513, 0.00616754840855129
0.9500000000000001, 0.7000000000000001, 0.10857142857142857, 0.22399825701654957, 0.006234821892930246
0.9500000000000001, 0.75, 0.10999999999999999, 0.22971254273083533, 0.006294720066035967
0.9500000000000001, 0.8, 0.10857142857142855, 0.2265072031787465, 0.006167419916156926
0.9500000000000001, 0.8500000000000001, 0.10714285714285714, 0.2239098005813439, 0.0061079024382797
0.9500000000000001, 0.9, 0.11142857142857142, 0.23920561587715922, 0.006287345267973613
0.9500000000000001, 0.9500000000000001, 0.10999999999999999, 0.23603101270255605, 0.006227067992506464
0.9500000000000001, 1.0, 0.11285714285714285, 0.24725550249847444, 0.006345988718705531
1.0, 0.0, 0.15428571428571425, 0.29141269323527846, 0.008614909433139728
1.0, 0.05, 0.14, 0.2272568490794343, 0.008025839936363074
1.0, 0.1, 0.13285714285714284, 0.2083264941659333, 0.007712288516787957
1.0, 0.15000000000000002, 0.13714285714285715, 0.23590585924529833, 0.007888793792593904
1.0, 0.2, 0.1385714285714286, 0.2399874918983596, 0.007948439762865495
1.0, 0.25, 0.14, 0.24951130142216915, 0.008008087839215033
1.0, 0.30000000000000004, 0.14142857142857143, 0.2526859045967723, 0.008067858582955566
1.0, 0.35000000000000003, 0.12285714285714285, 0.2589801796101485, 0.007017719153913741
1.0, 0.4, 0.13, 0.2692019802813874, 0.0073936400451794755
1.0, 0.45, 0.12714285714285714, 0.2577734088528159, 0.0072747472107031015
1.0, 0.5, 0.12285714285714285, 0.24031309139249848, 0.007096918861795812
1.0, 0.55, 0.11571428571428571, 0.22720519497156066, 0.00668714351006321
1.0, 0.6000000000000001, 0.11142857142857143, 0.22435882229529266, 0.006419105252056415
1.0, 0.65, 0.10857142857142857, 0.22799143323440513, 0.006167672675377019
1.0, 0.7000000000000001, 0.10857142857142857, 0.22399825701654957, 0.006234821892930246
1.0, 0.75, 0.11142857142857143, 0.23379417538389657, 0.006354366036307557
1.0, 0.8, 0.10857142857142855, 0.2265072031787465, 0.006167544182982655
1.0, 0.8500000000000001, 0.10714285714285714, 0.2239098005813439, 0.0061079024382797
1.0, 0.9, 0.11142857142857142, 0.23920561587715922, 0.006287345267973613
1.0, 0.9500000000000001, 0.10999999999999999, 0.23603101270255605, 0.006227067992506464
1.0, 1.0, 0.11285714285714285, 0.24725550249847444, 0.006345988718705531
